604,104,3.0,832081105
445,1080,5.0,1454622122
16,1617,3.5,1377477542
199,3186,2.5,1101533870
448,5293,3.0,1083488090
20,5218,5.0,1054037258
480,2081,3.0,1179178221
500,1734,3.0,1005527980
260,6062,2.5,1109410981
57,3255,3.0,965797129
86,588,4.0,1344082668
477,1474,2.5,1201158785
475,81834,5.0,1498030549
386,585,3.0,842613763
290,1198,5.0,975031719
610,60069,4.5,1493844866
15,3578,5.0,1510571768
555,1449,3.0,978746187
266,1573,4.0,945670207
249,58103,4.0,1415415941
599,96432,3.0,1519121778
232,45732,1.5,1172032160
448,87222,3.0,1339331309
577,1129,4.0,945967093
351,381,3.0,1325978096
456,719,3.0,856883450
387,5255,1.5,1123041843
554,2396,5.0,944898992
197,1080,5.0,947461968
418,85414,3.5,1461868045
268,587,1.0,940182508
483,6365,2.5,1181496621
18,145,3.5,1456864434
19,2255,2.0,965706615
122,3535,5.0,1461561720
528,99813,3.0,1391736746
122,91658,4.0,1461561573
254,8874,3.5,1180564658
119,4446,3.5,1435944575
597,2352,5.0,941639480
587,1193,5.0,953136994
219,930,4.0,1195944835
70,1193,5.0,1355198584
534,47,4.0,1459787998
525,152037,3.0,1476478508
610,1089,5.0,1479542947
492,801,3.0,863976820
606,6953,4.0,1175637643
359,3067,2.5,1192499846
227,79132,3.5,1447189842
599,1834,3.5,1498542471
23,7099,4.0,1107163471
480,8371,3.5,1179164413
156,2797,3.0,946800345
509,94780,2.5,1435999746
346,8973,4.0,1125857372
295,7438,4.5,1320064931
572,3169,4.0,945889273
432,78039,2.5,1316390993
367,2671,5.0,997812312
499,2183,3.0,1289960007
352,2706,4.5,1493673548
103,4019,5.0,1431968894
307,6870,3.0,1186163196
414,122906,4.0,1527977892
307,594,2.5,1186161562
381,72737,4.0,1262898367
572,3114,4.0,945887660
530,349,4.0,843226722
414,42,2.0,961515844
69,3552,5.0,1021644663
152,48516,3.5,1450867566
448,72405,2.0,1444058854
314,587,4.0,834241492
483,4344,2.5,1215897086
586,7143,3.0,1529899259
122,4873,4.5,1461563247
599,62662,3.0,1519147403
129,5418,4.0,1167376195
597,3040,5.0,941640800
266,2396,1.0,944940825
413,1792,5.0,1484440151
177,74458,5.0,1435524721
298,2012,3.0,1450452389
480,923,5.0,1179160094
514,1207,4.0,1533948821
380,1610,4.0,1493474432
98,122926,5.0,1532457752
10,296,1.0,1455303387
357,1219,4.5,1348611077
105,3593,2.0,1447538104
234,2414,3.0,1004408321
483,1690,2.5,1327277521
304,150,5.0,880915486
474,4700,3.5,1091456398
597,1225,5.0,941639635
599,86142,3.5,1519121214
105,7318,3.5,1446750799
599,140852,1.0,1498531106
373,520,1.0,846830316
144,7034,4.0,1136813322
280,88405,3.5,1348533356
410,904,5.0,990728692
480,231,3.0,1179177739
448,1201,5.0,1019124194
21,108945,3.0,1403461870
534,7438,4.5,1459787998
391,5541,3.0,1030826615
116,590,4.5,1337199720
520,2791,4.0,1326609540
151,742,3.0,855947773
232,5267,4.0,1092275524
