32,32,4.0,856736119
288,3039,3.0,975692577
232,4247,3.0,1218167271
367,4031,2.0,997813206
202,1204,5.0,974923127
221,431,4.5,1111178227
546,3566,3.0,973588490
19,1028,2.0,965706092
560,47997,4.0,1469651032
249,260,5.0,1346757993
390,59995,4.0,1250337222
414,6377,4.5,1055777981
410,3468,5.0,990807791
274,2688,3.5,1245056468
249,115210,4.5,1439505064
567,78499,2.0,1525288289
610,4725,4.0,1493848192
308,89745,4.5,1421373790
235,539,4.0,841422499
448,3868,5.0,1019127430
80,78349,4.0,1377308161
517,4963,0.5,1487958104
401,30793,3.0,1514347062
19,606,2.0,965705362
495,4034,2.5,1458635517
50,176371,3.0,1514239772
249,65810,3.0,1354884184
357,1282,3.0,1348611698
136,62,5.0,832449522
381,719,3.5,1167543588
596,40826,3.5,1535829343
263,1020,4.0,941590705
555,633,5.0,978746353
469,2065,4.0,965425390
436,500,4.0,833530300
474,26791,1.5,1109360596
28,52281,2.5,1234338628
83,8874,3.0,1333842570
51,2391,4.5,1230932259
273,514,5.0,835860967
599,3030,5.0,1498457210
68,3863,3.0,1158533501
275,2463,4.0,1049077004
309,1198,4.0,1166068294
520,5265,4.0,1326688193
289,266,3.5,1143424602
409,1221,5.0,969057728
580,6787,3.5,1167790640
474,982,3.0,1060009150
599,250,1.0,1519331237
414,3275,5.0,998322752
448,27831,3.5,1182417918
20,1722,3.0,1054036240
45,70,4.0,951170563
167,45501,1.0,1154723676
288,1240,3.0,975691813
380,83613,4.0,1493420906
380,8666,1.0,1494071594
563,91500,3.5,1447185628
514,2959,2.5,1533872414
599,6774,2.5,1498527981
597,2951,4.0,941729405
57,151,3.0,965799554
553,8665,4.5,1219560511
298,58998,3.0,1447516923
607,724,4.0,963079577
428,3821,1.5,1111523727
200,4027,4.0,1229886106
517,5218,2.5,1487956733
83,1246,5.0,1333171338
274,288,4.5,1171428405
249,5254,3.5,1355366786
599,750,5.0,1498457219
474,1940,4.0,1100119605
321,588,3.0,843212390
597,1089,4.0,940362491
337,494,5.0,860255784
274,32587,4.5,1171172648
572,2245,4.0,945891616
171,29,5.0,866904396
583,588,3.5,1481474263
234,610,4.0,1004408123
531,1259,5.0,1032961819
414,2942,2.0,961514461
448,1968,3.0,1019127229
590,8961,4.0,1258416706
590,6565,3.5,1258418488
560,108932,4.0,1469648960
139,33004,2.0,1453924506
307,2907,2.0,1186172679
62,68848,4.0,1527274282
137,3679,4.0,1204863679
260,8873,3.0,1109410709
220,7164,1.0,1230751066
62,139385,4.0,1521489905
559,532,3.0,845476311
380,172497,4.0,1494803341
104,47997,4.0,1416241932
573,367,3.0,1186590087
140,5267,4.0,1032258894
90,805,3.0,856354100
476,10,3.0,835021420
132,6291,3.5,1157924194
364,648,3.0,869443367
222,91542,3.5,1391349904
