600,1196,4.0,1237760638
408,2571,4.5,1469527105
465,1683,4.0,959896203
448,91128,3.0,1356880002
493,3996,5.0,1001562662
381,52975,4.0,1187320040
514,2662,4.0,1533945464
72,32,4.5,1217324825
408,3578,4.5,1467623223
275,4214,3.0,1049077115
137,33493,3.0,1204859495
28,5747,3.5,1234338175
288,2144,3.5,1079984734
99,380,5.0,829828007
182,480,3.5,1120879567
288,43,3.0,976122034
483,1967,5.0,1239750117
21,3868,4.0,1403460977
517,2100,2.0,1488399419
610,27584,4.0,1493848538
309,1084,3.0,1086563317
322,6874,4.0,1217676816
332,2011,3.0,1352672315
410,908,4.0,990728986
342,733,4.0,1042821145
68,4321,3.5,1158533467
606,26776,4.0,1173021908
39,3745,4.0,974789035
50,8368,3.0,1514238238
86,2687,4.0,1343944855
105,74458,5.0,1446571810
73,41566,3.0,1464197158
534,138036,3.5,1459787996
21,110553,3.0,1468113465
343,50,4.5,1202061253
438,11,4.0,1105668426
212,1265,2.5,1490121496
51,719,4.5,1230932541
212,6377,3.5,1523216478
253,4973,5.0,1286643897
125,32460,4.0,1474592918
361,1200,3.0,1204048158
221,4605,4.5,1111177373
572,2819,5.0,946485345
239,1090,4.5,1221159358
140,377,4.0,967048935
483,8961,4.0,1178213548
294,3308,1.0,966596196
414,7255,3.0,1102310716
610,5630,4.0,1493847417
38,500,3.0,841341362
599,1246,4.0,1498498795
593,2628,2.5,1181008458
590,1079,4.5,1258416915
471,60069,4.5,1496671876
314,442,2.0,834398583
610,4310,2.5,1493849358
586,166528,4.5,1529899283
232,61352,4.0,1241824640
182,1271,4.0,1055156626
448,112460,2.5,1430048135
230,54272,4.5,1196304543
501,662,3.0,844974390
480,2987,4.0,1179177730
182,6062,3.5,1063274876
230,1580,3.5,1196304359
599,3784,2.0,1519184378
483,26,4.0,1215898801
246,2291,3.5,1355956303
328,2398,4.5,1494211042
448,1210,5.0,1019123866
18,590,4.0,1455209837
391,902,5.0,1030945041
148,88125,4.0,1482548673
436,586,4.0,833530512
64,6863,3.5,1161521255
20,5110,3.0,1054037644
493,592,4.0,1001562900
76,5679,3.5,1439165823
284,485,3.0,832699795
