476,380,3.0,835021275
610,1097,4.5,1479542978
414,7034,5.0,1511541049
564,97921,3.5,1478452252
19,2491,4.0,965708132
562,4776,4.0,1368897486
260,2122,3.5,1109409733
606,45730,3.5,1173577596
498,349,5.0,839197218
137,6986,3.0,1204859931
139,4027,3.0,1453924163
226,4995,4.5,1095663278
484,1345,1.0,1342297784
382,34319,3.5,1515172620
68,44788,4.0,1240093821
560,2706,2.5,1469648758
599,2726,4.0,1498498746
474,1042,4.5,1053020921
234,2140,4.0,1004409646
202,1358,4.0,974924687
608,153,2.5,1117408484
166,6874,4.5,1189980540
555,3661,3.0,978842077
580,2021,4.5,1167792885
177,3948,4.0,1435524351
355,3548,4.0,974966389
414,2528,3.0,961514958
323,282,2.0,1422640524
509,82169,3.0,1436393290
95,1307,5.0,1044744558
171,1210,5.0,866904240
607,798,5.0,963080331
62,7293,4.0,1521822849
298,5254,2.5,1447598473
240,356,5.0,849122130
271,345,4.0,1234302414
603,3623,3.0,963175989
388,104245,3.5,1386694049
474,5792,2.5,1089387509
351,91974,3.5,1328296633
477,62155,4.0,1252377621
18,59784,4.0,1455749175
50,5218,2.0,1514238391
244,2919,5.0,975075169
435,1221,5.0,1366676021
313,1590,4.0,1030475095
599,159,2.5,1498513783
68,2606,2.5,1275957867
290,898,5.0,975031095
503,1214,2.5,1335219463
4,2076,4.0,945079052
186,2000,4.0,1031072474
274,50800,3.0,1224748031
266,1298,5.0,944891503
605,3991,3.0,1277095732
126,329,4.0,845925690
605,1,4.0,1277097561
590,3979,1.0,1258420084
46,173,5.0,834788227
448,111617,2.0,1435505091
610,1255,4.5,1495959059
561,2763,2.5,1491094507
292,95441,1.5,1421974113
19,2097,3.0,965704904
416,1196,2.0,1187496661
305,58803,4.0,1460136209
219,3916,3.0,1194681457
290,2240,4.0,974943069
420,1175,4.0,1229802744
504,6552,4.5,1063644763
587,342,4.0,953138160
517,4308,1.0,1487953559
171,1291,5.0,866905738
177,1544,2.5,1435534418
597,904,5.0,940361633
187,3481,3.5,1161849769
599,1704,4.5,1498762601
79,3578,2.0,975282111
65,88140,3.0,1494767074
534,2987,4.0,1459787996
572,260,5.0,945888912
377,71302,4.5,1340347445
28,6428,3.0,1234571930
105,106782,4.0,1446572166
438,4270,4.0,1105649845
222,466,3.5,1391352616
474,3798,1.5,1053021949
135,1379,4.0,1009692249
321,588,3.0,843212390
196,457,3.5,1460954185
210,3147,4.0,1527266292
51,1608,3.0,1230929633
380,3638,4.0,1494804348
274,60291,4.0,1296947017
606,994,5.0,1171816775
221,2918,4.0,1111177411
28,61011,2.0,1234850432
328,58559,2.0,1494206977
309,8228,4.0,1166068838
204,1080,4.0,1327182406
477,6373,4.0,1200941360
230,1073,3.0,1196304562
177,3461,2.0,1435536531
168,1209,4.5,1306802855
412,908,5.0,939114573
239,47610,5.0,1221159249
563,112552,4.5,1448077006
42,996,2.0,996221269
387,2871,4.0,1125893665
105,85736,4.5,1446572930
111,159093,4.5,1516141954
349,344,4.0,834750363
62,2953,3.5,1525636880
469,2951,4.0,965333899
275,2935,5.0,1049078088
380,33162,4.0,1494071450
452,3793,4.0,1013394825
140,257,3.0,967048906
222,6373,4.0,1391353088
232,67788,2.5,1283133534
85,1237,5.0,889468402
74,6001,4.0,1207501108
182,5952,3.0,1054780151
590,4677,3.5,1267151038
